,roll_bt,roll_bb,yaw_lt,yaw_lb,pitch_rt,yaw_rb
0,-37.577066098803485,37.54384350552611,0.0083502469752002,0.1308699116116072,0.0110182187201386,-0.0168628810521513
1,-40.71389444334305,40.69720066459497,0.0103732809292093,0.1510419758630933,-0.1293766023612329,-0.013856964159336
2,-43.80975501245464,43.80327662364997,0.0514355008101492,0.1528251779615344,-0.0568507233768914,-0.0228516008125912
3,-46.892345139534,46.86544036673827,0.0559214242689144,0.140695905142161,0.0782007503860343,-0.0420653921489825
4,-49.90747418589905,49.8704370074853,0.0430263260195957,0.1514140708898615,-0.3476154141544973,-0.0370789465466289
5,-52.88612382330808,52.85044798426554,0.0554452749374963,0.2078497373239808,0.1090698588492217,-0.0132967892906541
6,-55.824400084615554,55.781860670301306,0.0417433144487553,0.2341284026051828,0.1640706727248277,-0.0432815966930966
7,-58.69450614765044,58.67032549553481,0.0337801668605563,0.2531721850419525,1.4453199120264075,-0.0527293954563893
8,-61.55042732524283,61.53439997675122,0.0404002528244522,0.257088902947767,0.9333555992701804,-0.0373470320888473
9,-64.38659716645797,64.3827015813538,0.0459686429479237,0.2713562611150664,0.5537094985914897,-0.0307991528744596
10,-67.16531591107962,67.14451168853584,0.0364009054130459,0.3173790709303377,0.8832667981729887,-0.0324849252965052
11,-69.93670158635183,69.91311154952245,0.0317220015326934,0.3503652678674039,0.535811808787991,-0.0448296279630213
12,-72.65782593568119,72.63426461621209,0.0469633445304703,0.4196795278319705,0.7139222078909779,-0.0280747545809949
13,-75.30809129461605,75.30456423857164,0.0615211623020534,0.4472084940670437,0.6155131864849476,-0.0320798038538251
14,-77.93061071148618,77.95175334493167,0.0642738909621185,0.5092743264564764,0.7099315987928022,-0.0767017188382116
15,-80.53906576712969,80.56152555869237,0.0497667643814257,0.4002942151249682,0.6954492480124748,-0.1546454796951279
16,-83.12488404008924,83.12155666961287,0.0459144544721755,0.3195079641825191,0.3065704075527143,-0.0706673274830864
17,-85.66061661050027,85.69296570943376,-0.0037257461991798,0.2640033724060646,0.5336907070370205,-0.0569311470797171
18,-88.10732080359446,88.02719512630748,0.0683989177618956,0.3244409482991353,0.7514928880203301,-0.0052593964527825
19,-85.52641084265758,90.35114719347344,-0.0221654764544059,0.3134480237639758,0.7725453011228887,-0.1245922959579708
20,-88.07302061051514,87.78931361742514,0.3322169850467432,1.6547114217313532,0.9410479372709958,0.0754832810868131
21,-90.39905459534484,89.07539028505232,-0.1253170117412006,-0.2949142576123271,1.046973628794697,-0.3319383674883446
22,-87.94546297694058,90.16487274770311,0.7942155538489017,1.3237116561596254,1.0979283728754206,1.6165603534367583
23,-90.46215692121942,87.60980141765867,-0.1589048808587279,0.5506304455044417,1.3486811718856708,-0.3699290176570818
24,-89.50401469317147,90.08335533567367,0.6893006561570492,-3.0258911835880618,1.2538887649758677,0.6389905561743424
25,-87.53341343309451,92.57027701322508,-0.1683280780878721,0.5237090462738291,1.2838733783786096,-0.5845182848720812
26,-88.70390452916429,90.0663755850768,0.8931121274959917,-2.1473195746243614,1.188610260901226,2.3189216117712794
27,-88.18222441035822,92.56899370464532,-0.1480615808464182,0.6541799439249758,1.091352339280815,-0.0026032217441147
28,-89.91501530168958,90.0146939863054,0.8507495165584922,-2.799481051855833,1.1517339378156706,-0.2663363934135582
29,-88.92314965968207,88.57777536024317,-0.0241708153860664,0.7619030765558823,1.0071849392015888,-0.2058825195706159
30,-91.21549950409214,90.52392467716604,0.4605768528054986,-2.3648632356184427,0.9973176631132816,-0.0117574041410032
31,-92.57014697138172,88.36299889609602,-0.0969125279432456,0.996133349569544,0.5703905738362584,-0.1862701430051874
