,roll,pitch,yaw,roll,pitch,yaw,roll,pitch,yaw,roll,pitch,yaw,roll,pitch,yaw,roll,pitch,yaw
0,-1.4789976235536257,-0.1479592860294443,-0.09420101097210713,-1.4080534823162651,0.1396386224263837,-0.06379519584421685,-1.770527560629414,-0.08523127795169289,-0.18896001426291859,-1.6534665537079303,-0.17099848664529826,-0.008502688534806352,1.6468291067653034,-0.13139714969933605,0.050672887402350854,1.6315186912260082,0.07814709216036231,-0.034941176570581774
1,-2.9662166789558264,-0.24898021969373157,-0.24736127826513243,-2.84423242893261,0.2810650939001625,-0.20434677698778148,-3.5434943271306505,-0.18952092039679208,-0.33690601270554554,-3.3435480777609974,-0.3191972595867782,-0.008930211003605169,3.285656916774796,-0.22215315278059997,-0.03750397356404803,3.2512558041752904,0.12673385608030593,0.0027139897457050806
2,-4.435282125910725,-0.3665060132367835,-0.3799040049900633,-4.284197205978393,0.4064479827178592,-0.31180870337998856,-5.209493367954893,-0.2656608010438039,-0.5427444482011411,-5.0144498632415155,-0.42232648980664667,-0.18511070131005938,4.929136779915044,-0.3059305762122884,-0.11630225150686825,4.893568842884471,0.18953592265622018,0.04869005702358026
3,-5.925924564423501,-0.41322964878839696,-0.5075555017327024,-5.700156060928719,0.4871316409083569,-0.4588937027927618,-6.905118497565608,-0.3662753311329385,-0.6415258083602738,-6.689320729993431,-0.4979133259104353,-0.21980460219720055,6.570898798582151,-0.38967231957283643,-0.1397352367443487,6.539489896978421,0.1954838440584586,0.03274200456324429
4,-7.450020143010605,-0.4719877268795532,-0.6016027678606986,-7.136075883756319,0.5424707758476434,-0.4632315749525123,-8.569650528062024,-0.41258376332306546,-0.6622643402387994,-8.31653984681491,-0.5744389132819637,-0.2302107717370882,8.212382506374967,-0.4711514076767331,-0.14186183417783532,8.163792309284757,0.24330463629301846,0.06007760386515695
5,-9.005903376317065,-0.5065038950946237,-0.5865928105328952,-8.683820395668407,0.596021889419426,-0.48942685387367685,-10.193764649517107,-0.50231153008237,-0.7260704249624169,-9.955661326563769,-0.5972945725648092,-0.2547941921050853,9.804517383860373,-0.49767848915041224,-0.10857153891435396,9.77184795029258,0.27531183064065345,0.05336737597458469
6,-10.607461152647573,-0.450931323243535,-0.6094499446615699,-10.305596289229324,0.5436201960198697,-0.4988395264428313,-11.795919103879479,-0.5304758182243176,-0.5719506076953236,-11.541984273944868,-0.592557724513044,-0.2052229831963957,11.399797752541858,-0.4911913594984628,-0.06842866811464514,11.392236756471712,0.298173494895811,0.03387939281471498
7,-12.242746754514602,-0.44846193568067605,-0.5387923468763277,-11.918426565196624,0.5331461857117433,-0.45005156237795363,-13.398449066068572,-0.558416588131504,-0.38498335945482126,-13.121181064469281,-0.583533796681287,-0.1808347528384535,13.008248746661899,-0.495102787243972,-0.015490230847371821,12.992799788343696,0.28857279889853127,0.02389165613790955
8,-13.811861071628202,-0.40210574964581347,-0.5078907555057722,-13.510991149316059,0.4811165773071835,-0.4301173442265368,-14.954024969524289,-0.571353223357999,-0.28327198224124595,-14.698819142851208,-0.5295563263899958,-0.19297077869733836,14.612447783471742,-0.47052881514706585,0.0578098300479674,14.585812195400173,0.29076205906549124,0.013463838906683819
9,-15.42954857053545,-0.40602002594425485,-0.42542017478180505,-15.103882892963053,0.4602924365969697,-0.40518301044931676,-16.515131414947046,-0.5475696172613788,-0.061798732838731316,-16.273064104744453,-0.49647429849106484,-0.20413421786315578,16.19799426749659,-0.43383558140322986,0.11698703111722354,16.16265746545401,0.3076136042505983,0.02569387298351545
10,-17.018555854684845,-0.36975082188352165,-0.3341345734355011,-16.732145185608612,0.443065098740129,-0.33841817003542557,-18.10424618994248,-0.5554376639802676,0.1221299628511281,-17.863311295296093,-0.44479724832515005,-0.13543118167120477,17.777738667188885,-0.46179406738348094,0.2170193585015086,17.725881191481655,0.2998868401947723,-0.01670445197723463
11,-18.64941919610041,-0.3419496801389025,-0.21124808905726802,-18.30030632616266,0.4312239242039694,-0.2505088106483147,-19.652113424921033,-0.5321854061929804,0.20107532559243657,-19.42728271419231,-0.40036316415645473,-0.1461395908884012,19.33640324238612,-0.5158015172745165,0.3136619611778761,19.288817234379,0.2796331895895626,-0.04072750674943891
12,-20.250190486636274,-0.31118862804732855,-0.08873786475522007,-19.885077613517044,0.37926206163123066,-0.15994673101071216,-21.234365533155025,-0.5483105456472781,0.3275761876384217,-20.96685561369344,-0.39764506055114746,-0.08481698964009389,20.89718080833976,-0.557565747810995,0.38047584155760056,20.84582893949554,0.2599866795428863,-0.031023142695382214
13,-21.814831357482507,-0.335222511442532,0.021728125848439594,-21.50569090663332,0.39060782302217234,-0.05119077872528815,-22.762082701465125,-0.5476678506055175,0.4236128809741814,-22.45428950455692,-0.41632321331733013,-0.04239827759810851,22.43721119581283,-0.5656606370196866,0.4754473477531111,22.40961415389077,0.22671971501777444,-0.07254757933266019
14,-23.4383354502444,-0.32085565064190197,0.1560950481493952,-23.091641106918114,0.3715269524683484,0.027491679825060178,-24.250996969643733,-0.610858551214451,0.6156389512315686,-23.962221713470438,-0.37500970134073697,-0.038609988106339824,23.971208124983782,-0.5493170893284426,0.5663856969547478,23.932091099039464,0.2103764159484361,-0.09277478112526656
15,-25.043630283987003,-0.2716944738364988,0.18797760017289472,-24.76066322594448,0.32887499521823865,0.13181522105569574,-25.70177026955608,-0.6102534937064917,0.8028787813115708,-25.46438424309757,-0.2819033997758322,-0.050836603880459914,25.461217311424875,-0.5074135002065531,0.6542279207778608,25.463387056351756,0.21308582165992526,-0.12184871850637718
16,-26.619019196679094,-0.23954115429903441,0.22886626223044995,-26.356588955126124,0.291550795698114,0.13081760613751262,-27.157438018470796,-0.6104274728709462,0.9804485307802957,-26.933461500907665,-0.2183436208508559,0.018545822782196415,26.973465223045235,-0.48478874096291896,0.7673156791842067,26.995926966251872,0.17412816843652765,-0.1613796326389355
17,-28.126951680527302,-0.20484173223726188,0.2797443288711108,-27.953345454876672,0.23559381330330065,0.18499978378588938,-28.634670109593905,-0.6401174404950791,1.199190964727265,-28.391895954809982,-0.17559608876107402,0.13619043002596437,28.483411142557763,-0.44298846112414675,0.8655616692503472,28.50123441949574,0.16073805139856848,-0.1286004090725296
18,-29.702682484556785,-0.22723330437027633,0.3961703896254931,-29.491136374144155,0.22215125043208384,0.23443783193123874,-30.09983217202057,-0.6151448666232975,1.3619888706193908,-29.835118445765215,-0.1194590543928305,0.19306783878660713,29.989267766735185,-0.37460151430479827,0.9689597189388517,29.998569654422937,0.11956708499357817,-0.12396493089609381
19,-31.25350202710957,-0.19048893026309593,0.4189658888009485,-31.102095068524886,0.1664032283568911,0.18905129601405468,-31.541126111697853,-0.5712974054999961,1.4548557670118547,-31.294244987108165,-0.06521853313310653,0.18684405115737512,31.47386108459958,-0.2804870427858556,1.039053023425988,31.459623259682704,0.06451855657460487,-0.06688473000405781
20,-32.828325514504584,-0.19030206099154964,0.4713615615807075,-32.63254191464111,0.15114875834621835,0.2001701789976797,-32.962274385604594,-0.5890057333897185,1.6053588980315472,-32.77144346752387,-0.03072093441997526,0.24921275362714032,32.971433320089034,-0.23196323468307306,1.0514727883438795,32.919669041353295,0.03309822858670783,0.026710815059584433
21,-34.332208996562024,-0.1369419487629536,0.4440404316025179,-34.12469710625499,0.12319130520195234,0.1541001099601832,-34.368504216985876,-0.6134726067254634,1.7238670494570105,-34.268202409324246,0.0616453613060763,0.22014219902021157,34.46011339489393,-0.2221033885783584,1.138346937271383,34.36888410323361,-0.0004757449994768067,0.05930134829084061
22,-35.825524786386865,-0.08822809076658403,0.3944952807226232,-35.602924567581404,0.10326238347722853,0.10265278360670946,-35.763920383048266,-0.6979488840739899,1.9356251092322525,-35.70552020185444,0.06692069508812368,0.28938000644644357,35.92401118933914,-0.16251958685263126,1.179096412349634,35.813144277439086,-0.0014251350865850045,0.1386643040070161
23,-37.35086596534486,-0.06237254102487102,0.3852406935465768,-37.12448866176207,0.07892423151032252,0.09666625273002818,-37.189729149049064,-0.7214570973728719,2.112423096950281,-37.12593101305409,0.12505477306482182,0.30670091988944026,37.37901929263568,-0.14813735031999897,1.2486470507541065,37.26308715927867,-0.02193885086286179,0.15813848458658028
24,-38.82694862969942,-8.126814729102428e-05,0.3738352255460687,-38.65251386457146,0.003794747243071833,0.059710950758535206,-38.6234371918248,-0.7243369922343406,2.1717539751194685,-38.5551137681747,0.16702555145617884,0.3160509245892211,38.83261046559419,-0.14339098560044922,1.3064970759914407,38.70091111675614,-0.03605570532643608,0.21056286704284885
25,-40.313793619761526,0.05138877862396997,0.421949145769453,-40.12083562628336,-0.06475725893783847,0.07303076199978188,-40.05744967763151,-0.7688591678138513,2.260271362208183,-39.97450144142946,0.18667396897018018,0.35036109662607184,40.284481668646606,-0.09571729177720283,1.3075396658211267,40.128414180449184,-0.02357866401897151,0.31641682139054905
26,-41.75373704379663,0.1119484956483298,0.38401395497968754,-41.57149237373522,-0.10204827794649547,0.06069562603070526,-41.517546347228695,-0.7811131429818828,2.2638863624980536,-41.38408880317512,0.2453657573708885,0.35663354490371774,41.7039231452803,-0.13306993067671602,1.37474219126439,41.57031192068473,-0.06474810888867456,0.28438407932717563
27,-43.2485760895244,0.14007299492828024,0.39359906823458474,-43.01598557353757,-0.1431791506305824,0.026195236285604342,-42.95217753710086,-0.8552252523186711,2.3887627224023986,-42.773460833079355,0.2114572850574416,0.46018738460791325,43.115647979210415,-0.13961282694389265,1.4010865761794111,42.98177333820662,-0.03648703692744013,0.3224752162801741
28,-44.73323965331471,0.21711091818509107,0.3583824188679206,-44.54499632462129,-0.19981915867995162,-0.004980512075362522,-44.33081391528661,-0.8979899505735618,2.4608908385807595,-44.15730650039596,0.20039018599077427,0.45982462456108786,44.53247752265156,-0.14910806088090955,1.4650189064584473,44.401302203202576,-0.04873967294667767,0.32350946096166133
29,-46.18896676907633,0.2579769413887425,0.4143654548532631,-45.981325968945036,-0.2707483854074546,-0.04122690367859382,-45.71371343530513,-0.9069989287603336,2.424466123171367,-45.55991078276137,0.2317499825644295,0.4664592609277055,45.94013146906727,-0.14531310789325555,1.467050727672575,45.807321081033834,-0.04257727699765688,0.3579002355153551
30,-47.6560213003523,0.2990301709996691,0.43903915322484255,-47.4085594722631,-0.34882144783254737,-0.042971949476054136,-47.14005218059251,-0.8989950257331901,2.443538299147735,-46.92671634419809,0.23991701426195675,0.49522758430380026,47.32111872418104,-0.14932017468622927,1.447476374651136,47.213151435162914,0.00397818032228804,0.3936336683391778
31,-49.05799436331824,0.3016721032013074,0.43457686353741415,-48.858740530302384,-0.385357902520566,-0.07655213087928404,-48.553911152105115,-0.9688864753585389,2.428229240651955,-48.30654792788636,0.2307234008443876,0.49723460333469965,48.70457458432069,-0.14858000297579607,1.432936890464005,48.61167585190962,0.019657705769083853,0.3790811995811113
32,-50.50280269408688,0.31301809778314504,0.44490236306894804,-50.25190248195874,-0.38687788275281926,-0.0810323770057488,-49.93485313379996,-1.0461264020572618,2.475498945057597,-49.676303951430114,0.23389128997936381,0.5004355520679761,50.09413151576916,-0.20024257621548255,1.4325772903332539,50.01874713685281,0.04017091784411982,0.3632326408300217
33,-51.93307467366589,0.333199933717974,0.4104214050388825,-51.6725701550621,-0.38812423731550777,-0.12627317274779992,-51.32480293453051,-1.0518931029659635,2.4445513608583758,-51.03204084071368,0.23908672249515137,0.48030829835492983,51.472264902666375,-0.21802496171508165,1.4168578358114359,51.396846183685064,0.050245505289566304,0.36494873222015656
34,-53.35037847162445,0.37643864524303017,0.42159151821371743,-53.09617189511699,-0.43186417226869417,-0.1423464414553853,-52.77907161035663,-1.1098326619735335,2.438608610447285,-52.414949938328746,0.19944395941259485,0.5047269221637222,52.810642227978036,-0.20294462357202755,1.35706407963365,52.77018541304466,0.08563429888617861,0.4027507016971577
35,-54.75863742330068,0.40170528188956817,0.3672031326682091,-54.49068966797849,-0.4292337133635701,-0.15361057652506793,-54.181831187630614,-1.0932499913124396,2.43790591324222,-53.758363350946745,0.17620380591700555,0.471557472077776,54.17924370825404,-0.23463923345660131,1.3219281205525795,54.12638864680487,0.08788458141301075,0.41393367190388697
