s1 1.369483 -9.459491 -2.724602 -0.04889587 0.03597244 0.007194488 s2 -1.352724 9.890448 -5.32231 0.05902144 -0.03224196 -0.05995407 s3 10.9415 -19.6133 -0.4165911 -0.1342971 -0.05622359 -0.001332313 s4 -1.312023 -9.459491 0.7086837 0.1023216 0.07780705 0.03477335 s5 -19.6133 8.678981 -2.652776 0.01079173 0.02624656 -0.01438898 s6 -1.302446 9.919178 0.7589619 -0.003464013 -0.04290046 -0.01079173
s1 1.240196 -9.634268 -2.743755 -0.0490291 0.03543952 0.003064319 s2 -1.316811 10.04128 -5.360618 0.03983614 -0.006528332 -0.06874733 s3 10.93671 -19.6133 -0.3232172 -0.1394931 -0.07687444 -0.006928025 s4 -1.307234 -9.490616 0.7637503 0.1052527 0.07007964 0.03037673 s5 -19.6133 8.669404 -2.60968 0.006395101 0.01185758 -0.01305666 s6 -1.319205 9.890448 0.7493851 0.001598775 -0.0447657 -0.02038438
s1 1.347936 -9.495404 -2.750938 -0.04503217 0.02837825 -0.00532925 s2 -1.309628 9.959879 -5.33907 0.01305666 -0.01292343 -0.07061256 s3 10.89601 -19.6133 -0.4644751 -0.1430904 -0.09086371 -0.01199081 s4 -1.33357 -9.476251 0.7685388 0.09939052 0.06581624 0.02171669 s5 -19.6133 8.717288 -2.588132 0.01145789 0.03783768 -0.006261869 s6 -1.42455 9.940725 0.7469909 0.001332313 -0.02211639 -0.01945176
s1 1.335965 -9.564836 -2.75812 -0.021317 0.001465544 0.0006661563 s2 -1.323994 10.02213 -5.351041 0.009459419 0.01318989 -0.07540888 s3 11.04924 -19.6133 -0.5530606 -0.1277688 -0.1053859 -0.02504747 s4 -1.146823 -9.481039 0.7038953 0.1009893 0.05342574 0.02145023 s5 -19.6133 8.717288 -2.616863 0.02198316 0.06275192 -0.006128638 s6 -1.486799 9.957485 0.8044518 0.006661563 -0.02304901 -0.0085268
s1 1.283292 -9.528923 -2.72939 -0.03464013 0.01652068 -0.006794794 s2 -1.347936 9.931149 -5.295974 -0.004929556 -0.0009326187 -0.08207046 s3 10.97502 -19.6133 -0.4548983 -0.1308331 -0.09939052 -0.01305666 s4 -1.233014 -9.478644 0.8619126 0.09552681 0.03757122 0.02145023 s5 -19.6133 8.710106 -2.528277 0.007993875 0.04290046 -0.007327719 s6 -1.371878 9.902418 0.7805098 -0.003464013 -0.02837825 -0.009592649
s1 1.374272 -9.466674 -2.715025 -0.02611332 0.01851914 -0.01838591 s2 -1.268927 9.885659 -5.319916 0.005728944 -0.01931853 -0.08486832 s3 10.99896 -19.6133 -0.4548983 -0.1453553 -0.09779175 -0.02464778 s4 -1.398214 -9.471462 0.8116343 0.09566004 0.05808883 0.0191853 s5 -19.6133 8.736442 -2.640805 0.009459419 0.04836294 -0.007594181 s6 -1.398214 9.94312 0.7613561 -0.0007993876 -0.02691271 -0.007327719
s1 1.271321 -9.56723 -2.691083 -0.01225728 0.005728944 -0.01598775 s2 -1.331176 10.00058 -5.26485 -0.004529863 0.0106585 -0.08473509 s3 10.91995 -19.6133 -0.3830723 -0.1460215 -0.09885758 -0.03064319 s4 -1.295263 -9.473856 0.7972692 0.09166309 0.06128638 0.02078407 s5 -19.6133 8.698134 -2.585738 0.01745329 0.06275192 -0.00746095 s6 -1.426944 9.890448 0.842759 -0.001865237 -0.02571363 -0.01478867
s1 1.462857 -9.500193 -2.645593 -0.0191853 0.01225728 -0.01625421 s2 -1.321599 9.974244 -5.374983 -0.01678714 -0.006128638 -0.08153753 s3 10.93671 -19.6133 -0.296881 -0.1402925 -0.1073844 -0.02811179 s4 -1.30484 -9.514558 0.7493851 0.09712559 0.0490291 0.01159112 s5 -19.6133 8.628703 -2.585738 0.01398928 0.06075345 -0.007194488 s6 -1.429338 9.883265 0.6967127 0.0001332313 -0.01865238 -0.01159112
s1 1.288081 -9.500193 -2.616863 -0.02518071 -0.008926495 -0.02331547 s2 -1.300052 9.931149 -5.346252 0.0007993876 0.01771976 -0.09832466 s3 11.04924 -19.6133 -0.4118027 -0.1408254 -0.1168438 -0.02398163 s4 -1.194707 -9.497798 0.770933 0.1015222 0.04276723 0.01185758 s5 -19.6133 8.681376 -2.710236 0.01798622 0.04956203 -0.003464013 s6 -1.441309 9.928755 0.6991069 -0.004663094 -0.01265697 -0.007860644
s1 1.374272 -9.574412 -2.779668 -0.0298438 -0.00319755 -0.01452221 s2 -1.383849 9.950302 -5.401319 0.02145023 0.02304901 -0.08739971 s3 11.00615 -19.6133 -0.4501099 -0.1338974 -0.1105819 -0.02331547 s4 -1.206678 -9.495404 0.7637503 0.09272896 0.04250077 0.01585452 s5 -19.6133 8.755595 -2.643199 0.02051761 0.05382543 -0.006395101 s6 -1.33357 10.01016 0.8331822 -0.00532925 -0.01598775 -0.01185758
s1 1.403002 -9.497798 -2.734178 -0.04663095 -0.0106585 -0.01252374 s2 -1.280898 9.938332 -5.303157 0.02224962 0.02518071 -0.08979786 s3 10.99178 -19.6133 -0.4525041 -0.1398928 -0.09166309 -0.01718683 s4 -1.307234 -9.579201 0.8212111 0.09832466 0.04116846 0.01305666 s5 -19.6133 8.719683 -2.679112 0.01665391 0.04623124 -0.007194488 s6 -1.381454 9.998186 0.6488287 0.001865237 -0.02171669 -0.0106585
s1 1.309628 -9.473856 -2.750938 -0.04796326 -0.01092496 -0.01678714 s2 -1.343147 9.888053 -5.370194 0.03464013 0.0255804 -0.09406126 s3 10.96784 -19.6133 -0.4405331 -0.145755 -0.1263032 -0.01851914 s4 -1.314417 -9.509769 0.8236053 0.09725882 0.03690506 0.01332313 s5 -19.6133 8.726865 -2.559402 0.01518836 0.04956203 -0.01718683 s6 -1.388637 9.952697 0.7876924 -0.0007993876 -0.01532159 -0.007594181
